policy_id,policy_type,line_of_business,policy_start_date,policy_end_date,agent_id,channel,premium_tier
POL-F523848E,Personal,Auto,2017-10-21,2026-10-19,AGT-1329,Broker,High
POL-658C0E86,Personal,Auto,2017-04-16,2027-04-14,AGT-5024,Direct,High
POL-B726D24C,Personal,Auto,2021-09-21,2027-09-20,AGT-9077,Agent,Low
POL-CC8DFF11,Personal,Homeowners,2019-03-14,2026-03-12,AGT-2474,Agent,High
POL-F08A60AE,Personal,Auto,2015-05-11,2023-05-09,AGT-8379,Direct,Low
POL-67C6C343,Personal,Auto,2015-12-08,2025-12-05,AGT-5024,Direct,High
POL-3ECB54E5,Personal,Auto,2015-04-14,2020-04-12,AGT-5719,Agent,High
POL-F7D30E2F,Personal,Auto,2018-11-04,2025-11-02,AGT-6773,Broker,Mid
POL-34FFBB44,Personal,Auto,2015-06-04,2021-06-02,AGT-7351,Digital,High
POL-D1220A71,Personal,Auto,2021-03-18,2027-03-17,AGT-6736,Direct,Mid
POL-C187AFD6,Personal,Auto,2021-02-05,2030-02-03,AGT-1935,Broker,Low
POL-3136B452,Personal,Auto,2018-07-20,2024-07-18,AGT-3657,Broker,High
POL-DB991DBC,Personal,Auto,2018-06-14,2027-06-12,AGT-8606,Broker,Low
POL-3B23D31A,Personal,Auto,2017-07-06,2027-07-04,AGT-1361,Agent,Low
POL-2079750D,Personal,Auto,2015-01-16,2024-01-14,AGT-7436,Digital,Low
POL-AC89C4CA,Personal,Auto,2019-04-08,2025-04-06,AGT-5683,Agent,Mid
POL-A638BE88,Personal,Auto,2016-01-02,2020-12-31,AGT-2079,Broker,Mid
POL-AC045AC7,Personal,Auto,2015-04-21,2022-04-19,AGT-2104,Agent,High
POL-BB4B7CEB,Commercial,Liability,2017-12-06,2025-12-04,AGT-9825,Broker,High
POL-46DEC664,Commercial,Commercial,2015-02-25,2024-02-23,AGT-1279,Digital,High
POL-0E64515C,Personal,Auto,2018-09-09,2025-09-07,AGT-1202,Digital,Mid
POL-5DF61B1B,Personal,Auto,2019-01-03,2025-01-01,AGT-1150,Agent,High
POL-0322A330,Personal,Auto,2020-07-24,2030-07-22,AGT-6655,Broker,Low
POL-764DD7B5,Personal,Homeowners,2018-12-03,2028-11-30,AGT-9336,Direct,High
POL-5A31C5D1,Personal,Auto,2020-05-04,2028-05-02,AGT-2545,Broker,Low
POL-1578256D,Personal,Homeowners,2017-03-13,2026-03-11,AGT-8160,Agent,Low
POL-5CE28CC3,Personal,Auto,2020-07-27,2030-07-25,AGT-7472,Broker,Low
POL-D1216C2D,Personal,Auto,2018-04-12,2025-04-10,AGT-3067,Agent,Low
POL-5C4F720F,Personal,Auto,2016-11-21,2021-11-20,AGT-1633,Direct,High
POL-D3C9F1F2,Personal,Auto,2021-11-06,2029-11-04,AGT-5390,Agent,Mid
POL-898F1506,Personal,Auto,2017-08-27,2024-08-25,AGT-1729,Direct,High
POL-6F9A9FB2,Personal,Auto,2015-08-22,2024-08-19,AGT-2022,Agent,Mid
POL-B242F5BD,Personal,Homeowners,2016-08-07,2025-08-05,AGT-5196,Broker,High
POL-6A273FC2,Personal,Auto,2017-09-26,2024-09-24,AGT-8340,Broker,Low
POL-ACDCE871,Personal,Auto,2017-06-17,2024-06-15,AGT-9945,Broker,High
POL-412A858D,Personal,Auto,2018-12-20,2025-12-18,AGT-6649,Broker,Low
POL-07BABF54,Personal,Auto,2020-05-06,2028-05-04,AGT-3488,Agent,Mid
POL-4D709AC3,Personal,Auto,2017-01-04,2025-01-02,AGT-3954,Agent,High
POL-D8AFFB23,Commercial,Liability,2018-09-12,2026-09-10,AGT-6512,Agent,High
POL-E08A48D6,Personal,Auto,2017-08-30,2025-08-28,AGT-2558,Direct,High
POL-AA98E6A4,Commercial,Liability,2020-12-24,2030-12-22,AGT-5666,Agent,High
POL-7DD60047,Personal,Homeowners,2016-05-24,2022-05-23,AGT-7919,Broker,High
POL-6EB98218,Personal,Auto,2016-06-04,2022-06-03,AGT-8578,Broker,Low
POL-23550DBF,Personal,Homeowners,2018-07-25,2027-07-23,AGT-1532,Broker,Mid
POL-BFCDE49C,Personal,Homeowners,2019-05-24,2029-05-21,AGT-3597,Direct,Low
POL-D8F09804,Commercial,Liability,2019-10-14,2027-10-12,AGT-3293,Broker,High
POL-7393F22A,Personal,Auto,2018-06-06,2025-06-04,AGT-5993,Agent,High
POL-061989B4,Personal,Auto,2019-10-14,2026-10-12,AGT-2667,Digital,Mid
POL-0C1EE87B,Personal,Auto,2017-06-05,2024-06-03,AGT-9554,Agent,High
POL-9A5BCE1A,Personal,Auto,2015-03-24,2020-03-22,AGT-9252,Agent,Mid
POL-6E956BB8,Personal,Auto,2016-12-27,2024-12-25,AGT-3992,Agent,Low
POL-2CE62B07,Personal,Auto,2015-07-12,2021-07-10,AGT-4663,Agent,Mid
POL-A7464D14,Personal,Auto,2017-09-15,2023-09-14,AGT-4954,Agent,Low
POL-E4EE304C,Personal,Auto,2018-08-04,2026-08-02,AGT-1383,Direct,Mid
POL-BABFD82D,Personal,Auto,2017-05-12,2027-05-10,AGT-8998,Agent,High
POL-2BA3568B,Personal,Auto,2018-12-21,2024-12-19,AGT-8013,Digital,Low
POL-884BF595,Personal,Homeowners,2018-05-16,2028-05-13,AGT-3992,Agent,Mid
POL-2FF69809,Personal,Auto,2019-12-29,2027-12-27,AGT-5926,Agent,Low
POL-B6F94055,Personal,Auto,2019-06-07,2029-06-04,AGT-4425,Digital,Mid
POL-4B198502,Commercial,Liability,2017-01-09,2024-01-08,AGT-3053,Agent,High
POL-0640C867,Personal,Auto,2017-01-14,2027-01-12,AGT-3736,Broker,Mid
POL-ABBD13F0,Personal,Auto,2018-12-22,2026-12-20,AGT-1963,Agent,Low
POL-4E2F7C7F,Personal,Auto,2018-07-12,2027-07-10,AGT-8284,Agent,Mid
POL-083BAA9D,Personal,Auto,2017-05-22,2025-05-20,AGT-6892,Direct,High
POL-D483EFF1,Personal,Auto,2017-10-24,2024-10-22,AGT-9372,Direct,Low
POL-06C4F176,Personal,Auto,2019-08-14,2027-08-12,AGT-1059,Broker,Mid
POL-9CBB6498,Personal,Auto,2019-08-30,2029-08-27,AGT-6679,Broker,Low
POL-A74D45E3,Personal,Auto,2016-09-07,2025-09-05,AGT-6042,Direct,Low
POL-1C283B4E,Commercial,Commercial,2018-03-14,2023-03-13,AGT-6612,Digital,High
POL-5B15D9E4,Personal,Auto,2020-02-02,2029-01-30,AGT-9906,Agent,Low
POL-314BB6AD,Personal,Auto,2015-09-23,2025-09-20,AGT-4509,Agent,High
POL-AFD99BEF,Personal,Auto,2020-01-08,2029-01-05,AGT-2269,Digital,Mid
POL-5574D2C1,Personal,Auto,2016-09-19,2023-09-18,AGT-1112,Digital,High
POL-DF65B888,Personal,Auto,2018-02-17,2025-02-15,AGT-5427,Agent,Low
POL-DA4A8CD6,Personal,Auto,2017-04-06,2026-04-04,AGT-2565,Agent,Mid
POL-7D826C9A,Commercial,Liability,2015-09-16,2023-09-14,AGT-2269,Direct,High
POL-495D7120,Personal,Auto,2020-08-15,2027-08-14,AGT-2326,Agent,Low
POL-B96B2DFB,Personal,Auto,2018-10-13,2025-10-11,AGT-3492,Broker,Mid
POL-2B80C4A9,Personal,Auto,2021-08-11,2028-08-09,AGT-2042,Agent,High
POL-0FE49089,Personal,Auto,2017-01-18,2022-01-17,AGT-5372,Broker,High
POL-E0467BC5,Commercial,Liability,2020-11-02,2025-11-01,AGT-6885,Direct,High
POL-E0C7BF3A,Personal,Homeowners,2021-03-20,2026-03-19,AGT-3603,Agent,Low
POL-63DD31FF,Personal,Auto,2018-02-19,2025-02-17,AGT-2227,Agent,High
POL-98AD90D8,Personal,Auto,2016-11-16,2024-11-14,AGT-6151,Agent,High
POL-C50F89F5,Commercial,Liability,2019-03-13,2026-03-11,AGT-1770,Agent,High
POL-849AF2FD,Personal,Auto,2018-07-15,2028-07-12,AGT-7637,Digital,Low
POL-699819C1,Commercial,Liability,2021-06-27,2027-06-26,AGT-4442,Digital,High
POL-B18B8C24,Personal,Auto,2018-10-08,2025-10-06,AGT-4689,Broker,Low
POL-6E535B7D,Personal,Homeowners,2017-01-17,2023-01-16,AGT-3240,Direct,Low
POL-D18D895B,Personal,Auto,2016-02-08,2022-02-06,AGT-3545,Digital,High
POL-D06A6331,Personal,Auto,2019-06-01,2027-05-30,AGT-2312,Digital,High
POL-F2DE3159,Personal,Auto,2021-06-22,2027-06-21,AGT-6021,Digital,High
POL-A0F5BD0A,Personal,Auto,2015-10-15,2021-10-13,AGT-2315,Agent,Low
POL-3FE527D0,Personal,Auto,2019-08-10,2028-08-07,AGT-7124,Direct,Mid
POL-4695512C,Personal,Auto,2021-02-24,2030-02-22,AGT-3305,Broker,Mid
POL-5F874E39,Personal,Homeowners,2015-12-24,2021-12-22,AGT-6088,Agent,High
POL-45BE614D,Personal,Auto,2016-06-16,2021-06-15,AGT-5831,Agent,Mid
POL-AD2D312B,Personal,Auto,2019-12-19,2025-12-17,AGT-6700,Agent,High
POL-BE0D7F40,Personal,Auto,2019-12-28,2027-12-26,AGT-7822,Agent,Mid
POL-5788B486,Personal,Auto,2015-01-19,2025-01-16,AGT-6044,Agent,High
POL-D2F44839,Commercial,Commercial,2020-07-03,2025-07-02,AGT-8674,Broker,High
POL-7CFC19B4,Personal,Homeowners,2018-06-04,2023-06-03,AGT-3330,Broker,Mid
POL-A9661BE0,Personal,Auto,2020-06-30,2028-06-28,AGT-7762,Agent,Mid
POL-6DAB3470,Commercial,Liability,2020-04-23,2030-04-21,AGT-4086,Direct,High
POL-985DE8EC,Personal,Homeowners,2020-07-22,2028-07-20,AGT-6653,Digital,High
POL-7025F4CF,Personal,Auto,2018-06-29,2028-06-26,AGT-5427,Agent,Low
POL-7F311B95,Personal,Homeowners,2017-03-09,2025-03-07,AGT-9167,Agent,Low
POL-68F48060,Personal,Auto,2018-04-16,2023-04-15,AGT-3440,Agent,High
POL-A2131559,Commercial,Liability,2016-02-23,2023-02-21,AGT-5677,Agent,High
POL-148F7A8D,Personal,Auto,2019-11-04,2028-11-01,AGT-2480,Broker,Mid
POL-67092DDA,Personal,Auto,2016-09-04,2024-09-02,AGT-6699,Direct,High
POL-7EE5D82D,Personal,Auto,2018-05-22,2024-05-20,AGT-1332,Digital,Mid
POL-BE01EC82,Commercial,Commercial,2015-05-25,2021-05-23,AGT-4704,Direct,High
POL-138FCE3C,Personal,Auto,2017-01-29,2025-01-27,AGT-1089,Digital,Low
POL-A4742844,Personal,Auto,2016-04-15,2023-04-14,AGT-3946,Broker,Mid
POL-2519826A,Personal,Auto,2018-12-04,2026-12-02,AGT-5355,Direct,Mid
POL-CFB46D83,Personal,Auto,2019-01-12,2026-01-10,AGT-3985,Agent,Mid
POL-565B3E05,Personal,Auto,2015-02-23,2022-02-21,AGT-4472,Agent,Mid
POL-D85CA519,Commercial,Commercial,2020-11-04,2028-11-02,AGT-2334,Digital,High
POL-B6F9B042,Personal,Auto,2020-07-08,2025-07-07,AGT-7430,Broker,Low
POL-85D726E0,Personal,Auto,2017-01-12,2024-01-11,AGT-8168,Agent,Mid
POL-C696990E,Personal,Auto,2019-06-28,2026-06-26,AGT-5092,Agent,Mid
POL-7D31D593,Personal,Auto,2017-10-01,2026-09-29,AGT-1498,Digital,Low
POL-9EF8D6F9,Personal,Auto,2016-05-05,2025-05-03,AGT-1561,Broker,High
POL-A4B3EF59,Personal,Homeowners,2018-05-20,2025-05-18,AGT-7071,Agent,Mid
POL-CE14766E,Personal,Auto,2015-08-19,2021-08-17,AGT-9359,Agent,Mid
POL-1B095F3F,Personal,Homeowners,2020-08-06,2026-08-05,AGT-8779,Agent,High
POL-77DED054,Personal,Auto,2021-11-26,2027-11-25,AGT-4649,Broker,Mid
POL-60BAA855,Personal,Homeowners,2020-03-31,2026-03-30,AGT-5476,Agent,Mid
POL-BB0D38DE,Commercial,Commercial,2018-04-11,2027-04-09,AGT-2467,Broker,High
POL-680D7CB1,Personal,Auto,2018-02-26,2023-02-25,AGT-1631,Agent,Low
POL-43A03E99,Personal,Auto,2021-08-31,2026-08-30,AGT-7891,Agent,Low
POL-2DCD737B,Personal,Homeowners,2016-07-13,2024-07-11,AGT-4855,Agent,Mid
POL-577A14AA,Personal,Auto,2015-05-07,2021-05-05,AGT-5471,Broker,Mid
POL-9FB51319,Personal,Auto,2018-09-11,2027-09-09,AGT-4088,Agent,Mid
POL-DB29051C,Personal,Auto,2017-05-18,2026-05-16,AGT-3818,Digital,Low
POL-4A89D8B3,Personal,Auto,2017-03-13,2026-03-11,AGT-9868,Agent,Mid
POL-D611B846,Personal,Auto,2015-07-17,2022-07-15,AGT-8345,Broker,Low
POL-53CACD59,Personal,Auto,2018-06-09,2025-06-07,AGT-7220,Digital,High
POL-F3D1ED94,Personal,Homeowners,2017-05-28,2024-05-26,AGT-4501,Broker,High
POL-6E07E53E,Personal,Auto,2016-06-11,2022-06-10,AGT-7491,Agent,Mid
POL-26DB887D,Personal,Auto,2015-11-30,2023-11-28,AGT-4052,Broker,Low
POL-912392C2,Personal,Auto,2017-03-20,2027-03-18,AGT-5641,Agent,Mid
POL-6579DAE0,Personal,Auto,2020-04-10,2026-04-09,AGT-2305,Direct,Mid
POL-B6856EB4,Personal,Auto,2017-07-26,2022-07-25,AGT-7384,Broker,High
POL-8398F8F1,Commercial,Liability,2019-01-18,2027-01-16,AGT-1544,Broker,High
POL-08AAD2BF,Personal,Auto,2019-02-23,2026-02-21,AGT-7502,Direct,Mid
POL-C01958FD,Personal,Auto,2017-07-26,2026-07-24,AGT-6432,Digital,Mid
POL-50BE879A,Personal,Auto,2020-07-05,2030-07-03,AGT-1597,Agent,Mid
POL-FE2D8062,Personal,Auto,2019-08-27,2029-08-24,AGT-5554,Digital,Mid
POL-4BB73CBB,Commercial,Commercial,2018-02-11,2025-02-09,AGT-3003,Broker,High
POL-3C27FA7F,Personal,Auto,2015-11-08,2025-11-05,AGT-5284,Digital,Low
POL-DA288D9C,Personal,Auto,2015-06-27,2020-06-25,AGT-1116,Broker,Low
POL-7A3659FC,Personal,Auto,2021-02-26,2028-02-25,AGT-7495,Digital,High
POL-9DD0E6CF,Personal,Auto,2019-04-24,2025-04-22,AGT-5587,Broker,Low
POL-3785C2E7,Commercial,Liability,2021-03-25,2031-03-23,AGT-4260,Agent,High
POL-CEC40E73,Personal,Auto,2020-06-14,2028-06-12,AGT-8881,Agent,Low
POL-4D3B9225,Personal,Homeowners,2015-06-21,2022-06-19,AGT-6803,Broker,Low
POL-20950235,Personal,Auto,2019-06-08,2024-06-06,AGT-6485,Direct,Low
POL-A163D840,Personal,Auto,2018-06-18,2027-06-16,AGT-2323,Digital,High
POL-78D49A4B,Personal,Auto,2019-11-28,2027-11-26,AGT-5501,Agent,Low
POL-C5EEFA94,Commercial,Liability,2015-12-17,2025-12-14,AGT-7304,Digital,High
POL-2966FAA7,Personal,Auto,2017-06-28,2024-06-26,AGT-9332,Agent,Low
POL-C1424151,Personal,Auto,2019-12-18,2024-12-16,AGT-6437,Broker,Low
POL-9A94E72E,Personal,Auto,2019-10-26,2026-10-24,AGT-2549,Digital,Low
POL-695144C7,Personal,Auto,2018-10-27,2026-10-25,AGT-7101,Agent,High
POL-72A10AF3,Commercial,Liability,2017-03-24,2023-03-23,AGT-1671,Broker,High
POL-58F72189,Personal,Auto,2017-06-10,2022-06-09,AGT-3816,Agent,Low
POL-C01E6F20,Personal,Auto,2021-05-09,2030-05-07,AGT-9254,Broker,Low
POL-17BEAC3D,Personal,Auto,2018-02-05,2026-02-03,AGT-8215,Broker,Low
POL-0A7AAE1D,Personal,Auto,2018-01-28,2025-01-26,AGT-9124,Agent,Low
POL-ABA8AA32,Personal,Auto,2018-08-16,2026-08-14,AGT-4171,Direct,Low
POL-6F3220B1,Personal,Auto,2017-06-03,2026-06-01,AGT-7146,Agent,High
POL-AB404AD9,Personal,Auto,2018-10-29,2023-10-28,AGT-7299,Direct,Low
POL-7A8FE43A,Personal,Auto,2018-09-02,2025-08-31,AGT-3213,Broker,Low
POL-73A67DA9,Personal,Auto,2020-02-01,2026-01-30,AGT-9482,Agent,Mid
POL-3ABA7758,Personal,Auto,2020-11-01,2025-10-31,AGT-9726,Digital,Low
POL-417BE652,Personal,Auto,2021-07-01,2026-06-30,AGT-1993,Digital,Mid
POL-9D7F3FF8,Personal,Auto,2018-07-26,2025-07-24,AGT-7887,Digital,Mid
POL-6711D9F5,Personal,Auto,2018-12-19,2026-12-17,AGT-5028,Agent,Low
POL-0D128BE1,Personal,Auto,2019-08-22,2027-08-20,AGT-7064,Agent,High
POL-3F9A1A70,Personal,Auto,2020-01-09,2029-01-06,AGT-5989,Broker,Low
POL-A5627D36,Personal,Auto,2018-03-06,2025-03-04,AGT-3005,Broker,Low
POL-C17FEC8C,Personal,Auto,2019-06-05,2027-06-03,AGT-1863,Digital,Mid
POL-07912D73,Personal,Auto,2019-01-14,2028-01-12,AGT-5617,Agent,Mid
POL-4F5BDC41,Personal,Auto,2019-03-03,2027-03-01,AGT-8534,Direct,Low
POL-3B7DCDF6,Personal,Auto,2019-10-16,2029-10-13,AGT-8402,Digital,Low
POL-92C80438,Personal,Auto,2016-02-22,2022-02-20,AGT-3472,Broker,High
POL-53EE9FEC,Personal,Auto,2018-03-02,2027-02-28,AGT-8741,Agent,Mid
POL-E6CBA592,Personal,Auto,2018-07-04,2027-07-02,AGT-4203,Broker,Mid
POL-EBAED355,Personal,Auto,2015-02-03,2023-02-01,AGT-6052,Direct,Mid
POL-B9291D55,Personal,Auto,2020-04-03,2025-04-02,AGT-3919,Agent,Mid
POL-3FB36B68,Personal,Auto,2018-12-09,2026-12-07,AGT-5704,Agent,Mid
POL-071DE32A,Personal,Homeowners,2016-08-18,2026-08-16,AGT-5764,Agent,Low
POL-47EF9EA4,Personal,Auto,2020-12-17,2028-12-15,AGT-7278,Agent,Low
POL-3D5180B5,Personal,Auto,2019-05-10,2024-05-08,AGT-5246,Agent,Mid
POL-C07E9806,Personal,Auto,2019-08-13,2025-08-11,AGT-5753,Agent,Mid
POL-96C7DA49,Personal,Auto,2017-03-29,2025-03-27,AGT-6861,Agent,Mid
POL-56A6701A,Personal,Auto,2020-05-18,2029-05-16,AGT-4758,Agent,Mid
POL-5EFA8B40,Personal,Auto,2017-03-05,2024-03-03,AGT-5719,Agent,Mid
POL-3522F837,Commercial,Commercial,2018-11-01,2028-10-29,AGT-1768,Broker,High
POL-E869F4DE,Commercial,Commercial,2015-03-09,2024-03-06,AGT-8827,Broker,High
POL-4CA5FFA9,Personal,Auto,2019-03-16,2025-03-14,AGT-2134,Agent,High
POL-C3BD965D,Personal,Auto,2019-06-19,2025-06-17,AGT-8855,Direct,High
POL-5039B4E1,Personal,Homeowners,2018-06-06,2028-06-03,AGT-7841,Broker,High
POL-FBC7F74D,Personal,Auto,2018-04-25,2026-04-23,AGT-9528,Digital,High
POL-8D49C5E7,Personal,Homeowners,2020-05-10,2030-05-08,AGT-1221,Digital,Mid
POL-E0703386,Personal,Auto,2019-04-18,2029-04-15,AGT-2954,Digital,Mid
POL-901628DB,Personal,Auto,2017-11-30,2024-11-28,AGT-1470,Broker,Mid
POL-D5AF54BB,Personal,Auto,2021-07-31,2026-07-30,AGT-4757,Digital,Mid
POL-3779C660,Personal,Homeowners,2019-12-02,2029-11-29,AGT-9140,Agent,High
POL-801CF7D9,Personal,Auto,2021-12-27,2029-12-25,AGT-7895,Broker,Low
POL-2F2D39D2,Personal,Auto,2021-08-26,2026-08-25,AGT-7335,Digital,Low
POL-E40D6AD5,Personal,Auto,2020-10-28,2028-10-26,AGT-8634,Broker,Low
POL-27936E81,Personal,Auto,2019-02-10,2024-02-09,AGT-1037,Agent,Low
POL-227654F4,Personal,Auto,2018-12-13,2024-12-11,AGT-8088,Agent,Low
POL-DE385862,Personal,Auto,2016-06-25,2023-06-24,AGT-3808,Agent,Low
POL-3381103F,Personal,Auto,2018-09-18,2025-09-16,AGT-7217,Agent,Low
POL-058B52E1,Personal,Homeowners,2019-03-31,2027-03-29,AGT-7869,Broker,High
POL-4548F089,Personal,Homeowners,2018-02-04,2028-02-02,AGT-7171,Broker,High
POL-25918CC1,Personal,Auto,2020-11-18,2027-11-17,AGT-4757,Agent,Mid
POL-2A3A40EC,Personal,Auto,2016-06-13,2025-06-11,AGT-6503,Broker,Low
POL-59074679,Personal,Auto,2017-02-20,2027-02-18,AGT-5218,Agent,High
POL-1AF3DC47,Personal,Auto,2018-08-29,2027-08-27,AGT-6654,Agent,Low
POL-5CA19E27,Personal,Auto,2018-01-20,2024-01-19,AGT-5128,Agent,Mid
POL-E8DE3DB2,Commercial,Liability,2016-06-13,2025-06-11,AGT-4546,Agent,High
POL-50C2034F,Commercial,Liability,2016-09-14,2022-09-13,AGT-2819,Broker,High
POL-462B8581,Personal,Auto,2020-09-19,2027-09-18,AGT-4486,Broker,Mid
POL-9C644927,Personal,Auto,2018-06-15,2026-06-13,AGT-7491,Broker,Low
POL-C0434F37,Personal,Auto,2015-05-16,2021-05-14,AGT-8831,Agent,High
POL-06CF24B8,Personal,Auto,2015-11-03,2020-11-01,AGT-1926,Broker,Mid
POL-3A95517B,Personal,Auto,2018-03-09,2028-03-06,AGT-2644,Agent,Mid
POL-CBDE5FA0,Personal,Auto,2016-01-28,2025-01-25,AGT-5564,Agent,Low
POL-D08B41D8,Personal,Auto,2019-02-27,2024-02-26,AGT-7322,Agent,High
POL-E1DFF3C7,Personal,Auto,2019-10-20,2026-10-18,AGT-2529,Broker,High
POL-0BD41344,Personal,Auto,2016-06-20,2022-06-19,AGT-3923,Digital,Mid
POL-8F619D44,Personal,Auto,2018-01-14,2028-01-12,AGT-1418,Agent,High
POL-B23E075C,Personal,Auto,2016-03-02,2026-02-28,AGT-1473,Broker,Mid
POL-9A4438DD,Personal,Homeowners,2017-01-11,2026-01-09,AGT-2289,Agent,Mid
POL-1A722B29,Commercial,Liability,2020-10-24,2027-10-23,AGT-7561,Agent,High
POL-86DE325F,Personal,Auto,2018-06-18,2023-06-17,AGT-8823,Broker,Mid
POL-37398A04,Personal,Homeowners,2020-01-25,2026-01-23,AGT-5489,Broker,High
POL-EE78FD46,Commercial,Liability,2016-03-21,2021-03-20,AGT-2585,Digital,High
POL-754AABF6,Personal,Auto,2017-08-14,2026-08-12,AGT-9291,Broker,Mid
POL-61DB374B,Personal,Auto,2018-08-05,2023-08-04,AGT-3505,Agent,Low
POL-0C3E4272,Personal,Auto,2018-10-27,2027-10-25,AGT-2392,Digital,Mid
POL-7B43CAD9,Personal,Auto,2021-01-10,2031-01-08,AGT-2242,Digital,High
POL-A872C0E4,Personal,Auto,2016-01-26,2022-01-24,AGT-4177,Agent,Low
POL-F087F922,Personal,Auto,2020-01-13,2029-01-10,AGT-7619,Direct,High
POL-6E782BDB,Personal,Auto,2020-05-23,2030-05-21,AGT-4573,Agent,Low
POL-2492F737,Personal,Auto,2018-09-23,2025-09-21,AGT-5008,Broker,Mid
POL-17B33F59,Personal,Auto,2017-08-30,2024-08-28,AGT-4062,Digital,High
POL-D0BF8857,Commercial,Commercial,2018-03-18,2024-03-16,AGT-9491,Broker,High
POL-A8396B26,Personal,Auto,2017-08-28,2024-08-26,AGT-7151,Agent,Low
POL-9CCE0F00,Personal,Auto,2019-08-28,2029-08-25,AGT-6978,Direct,High
POL-E30BAF01,Personal,Auto,2018-03-11,2026-03-09,AGT-4938,Agent,Low
POL-B4886FE8,Personal,Auto,2021-10-01,2027-09-30,AGT-5781,Agent,Low
POL-06300688,Personal,Auto,2018-06-04,2026-06-02,AGT-8964,Direct,Mid
POL-76038912,Personal,Auto,2018-01-22,2027-01-20,AGT-6909,Direct,Low
POL-7D1537D2,Personal,Auto,2019-05-23,2024-05-21,AGT-8323,Direct,Low
POL-EE1C671D,Personal,Auto,2018-10-08,2027-10-06,AGT-1363,Agent,High
POL-12AA7B60,Personal,Homeowners,2020-09-11,2026-09-10,AGT-8735,Broker,High
POL-6BA82AB3,Personal,Auto,2016-04-07,2022-04-06,AGT-9554,Agent,Low
POL-B32CB278,Personal,Auto,2021-10-04,2028-10-02,AGT-7012,Agent,Mid
POL-9E17A0EC,Personal,Auto,2020-05-22,2028-05-20,AGT-9606,Agent,Low
POL-6A426C9E,Personal,Auto,2020-06-16,2030-06-14,AGT-6109,Digital,Mid
POL-9BDEBFA9,Personal,Auto,2018-02-01,2024-01-31,AGT-3484,Broker,High
POL-4ED38C5B,Personal,Auto,2020-12-29,2026-12-28,AGT-6456,Broker,Mid
POL-018686BF,Personal,Auto,2017-11-03,2024-11-01,AGT-6654,Broker,Mid
POL-3C289E42,Personal,Auto,2019-03-13,2029-03-10,AGT-2301,Broker,Mid
POL-F18F1C77,Personal,Homeowners,2016-07-23,2026-07-21,AGT-2817,Broker,High
POL-B7B70231,Personal,Auto,2017-10-12,2024-10-10,AGT-3622,Agent,Mid
POL-09B84C23,Personal,Auto,2018-07-04,2027-07-02,AGT-5926,Agent,Low
POL-0EE794F2,Personal,Homeowners,2017-03-18,2027-03-16,AGT-2331,Agent,Mid
POL-27BA85E9,Personal,Auto,2017-12-20,2027-12-18,AGT-7936,Agent,Low
POL-77DD2A35,Commercial,Commercial,2020-04-08,2029-04-06,AGT-1985,Agent,High
POL-90D9607F,Personal,Auto,2017-05-03,2025-05-01,AGT-9457,Agent,Mid
POL-42EAD105,Personal,Homeowners,2019-05-16,2029-05-13,AGT-7081,Agent,Mid
POL-C24377EC,Personal,Auto,2015-11-22,2021-11-20,AGT-4052,Agent,Low
POL-310DB2B8,Personal,Auto,2019-07-02,2026-06-30,AGT-4352,Agent,High
POL-BDE0B2AD,Personal,Auto,2019-09-20,2028-09-17,AGT-7240,Direct,Low
POL-120037D1,Personal,Auto,2017-11-25,2022-11-24,AGT-1799,Agent,Mid
POL-80BCB437,Personal,Auto,2019-12-05,2027-12-03,AGT-7447,Agent,High
POL-AF7FF6E1,Commercial,Commercial,2020-11-08,2030-11-06,AGT-5968,Broker,High
POL-262E43FD,Personal,Auto,2020-11-27,2026-11-26,AGT-2990,Agent,Low
POL-FC37FE59,Personal,Auto,2017-12-13,2026-12-11,AGT-9074,Direct,Mid
POL-B7DBBBC2,Personal,Auto,2018-12-28,2025-12-26,AGT-6660,Direct,Low
POL-0D0AAFCD,Personal,Auto,2019-08-23,2029-08-20,AGT-2472,Agent,High
POL-82AB2EEE,Personal,Auto,2017-02-18,2025-02-16,AGT-6898,Direct,Low
POL-927BC241,Commercial,Commercial,2020-02-11,2025-02-09,AGT-4700,Agent,High
POL-867906DC,Personal,Auto,2017-10-18,2026-10-16,AGT-7875,Agent,Mid
POL-E0E0C520,Personal,Auto,2020-04-25,2025-04-24,AGT-5428,Digital,High
POL-4D11DE94,Personal,Auto,2015-10-21,2021-10-19,AGT-9998,Broker,Low
POL-F8873E7D,Personal,Auto,2015-12-08,2025-12-05,AGT-9344,Direct,Low
POL-1AD3C73F,Personal,Auto,2021-08-24,2031-08-22,AGT-1362,Agent,High
POL-C98F959B,Personal,Auto,2020-10-05,2025-10-04,AGT-4698,Broker,Low
POL-A0DE12F6,Personal,Auto,2020-04-11,2027-04-10,AGT-2820,Agent,Low
POL-77A94E60,Commercial,Liability,2021-06-08,2026-06-07,AGT-5051,Digital,High
POL-58199823,Personal,Auto,2018-12-19,2024-12-17,AGT-2305,Agent,High
POL-C507DE75,Personal,Auto,2017-10-26,2027-10-24,AGT-5820,Direct,Mid
POL-A3B9064B,Personal,Auto,2016-03-15,2022-03-14,AGT-2389,Agent,Mid
POL-CDA2850A,Commercial,Commercial,2018-12-08,2026-12-06,AGT-6607,Digital,High
POL-85D4C593,Personal,Auto,2016-07-01,2025-06-29,AGT-5087,Digital,High
